Age Group,Gender,Nationality,Employment Status,Monthly Income,Hotel Stay Frequency,Stay Duration,Purpose of Travel,Preferred Room Type,Booking Channel,Services Used,Spa Rating,Dining Rating,Room Service Rating,Cleanliness Rating,Preferred Bundles,Service Time,In Loyalty Program,Loyalty Tier,Reward Redemption Frequency,Overall Experience Rating,Would Recommend,Comfort Spend Range,Willing to Try Offers,Issues Faced
>65,Female,Benin,Employed,25K–50K,1–2 times,3–5,Leisure,Standard,OTA,"Spa, Pool, Airport Pickup, Room Service",5,3,3,4,Spa + Dinner,Afternoon,Yes,Platinum,Rarely,3,Definitely Yes,₹8001–₹12000,Yes,Limited Food Options
51–65,Female,Egypt,Employed,25K–50K,3–5,3–5,Business,Standard,Hotel Website,Spa,3,4,2,4,"Gym + Breakfast, Airport Pickup + Late Checkout",Afternoon,No,None,Rarely,4,Definitely Yes,<₹2000,No,Limited Food Options
26–35,Male,Iran,Employed,25K–50K,1–2 times,6–10,Leisure,Budget,Hotel Website,"Pool, Airport Pickup",5,4,4,4,Airport Pickup + Late Checkout,Afternoon,Yes,Silver,Sometimes,4,Probably Yes,₹5001–₹8000,No,"Poor Staff Behavior, High Prices"
18–25,Male,Yemen,Self-Employed,51K–75K,1–2 times,1–2 days,Medical,Suite,OTA,"Spa, Gym, Airport Pickup",3,3,2,3,"Spa + Dinner, Gym + Breakfast",Afternoon,No,None,Frequently,4,Definitely Yes,₹2000–₹5000,Yes,
18–25,Non-binary,Aruba,Self-Employed,25K–50K,1–2 times,3–5,Leisure,Deluxe,OTA,"Restaurant, Room Service, Gym, Pool",3,4,4,4,Wellness Package,Afternoon,No,None,Rarely,4,Definitely No,₹2000–₹5000,Yes,
18–25,Male,Guinea-Bissau,Retired,51K–75K,3–5,3–5,Leisure,Deluxe,OTA,Pool,2,4,5,3,Spa + Dinner,Afternoon,Yes,Gold,Sometimes,4,Not Sure,<₹2000,Yes,Poor Staff Behavior
18–25,Female,Seychelles,Self-Employed,25K–50K,1–2 times,3–5,Other,Budget,OTA,"Gym, Restaurant, Airport Pickup",3,2,2,2,"Gym + Breakfast, Wellness Package",Evening,Yes,Basic,Sometimes,4,Definitely Yes,₹8001–₹12000,No,"Poor Staff Behavior, Limited Wellness Services"
36–50,Female,Antigua and Barbuda,Employed,51K–75K,3–5,6–10,Other,Deluxe,Hotel Website,"Room Service, Spa, Pool",3,4,3,3,Gym + Breakfast,Morning,Yes,Gold,Sometimes,4,Probably No,>₹12000,Yes,"Poor Staff Behavior, High Prices"
18–25,Male,Iceland,Self-Employed,76K–1L,3–5,3–5,Business,Budget,Hotel Website,Spa,4,3,1,3,"Wellness Package, Spa + Dinner",Morning,No,None,Rarely,3,Definitely Yes,₹2000–₹5000,Yes,Poor Staff Behavior
26–35,Female,Tanzania,Employed,76K–1L,3–5,6–10,Business,Budget,OTA,"Airport Pickup, Gym, Restaurant",4,4,3,4,Wellness Package,Evening,No,None,Sometimes,3,Definitely Yes,₹2000–₹5000,No,"Limited Wellness Services, Limited Food Options, Poor Staff Behavior"
51–65,Male,Korea,Employed,76K–1L,3–5,3–5,Leisure,Standard,OTA,"Gym, Spa, Restaurant",3,4,4,4,Spa + Dinner,Afternoon,No,None,Rarely,4,Definitely Yes,₹2000–₹5000,Yes,
18–25,Female,Reunion,Self-Employed,25K–50K,6–10,3–5,Medical,Standard,OTA,"Restaurant, Room Service, Spa, Pool",3,4,4,2,Wellness Package,Afternoon,No,None,Frequently,5,Probably Yes,>₹12000,Yes,"Lack of Cleanliness, Limited Food Options"
51–65,Male,New Zealand,Employed,<25K,1–2 times,6–10,Other,Standard,Hotel Website,"Gym, Restaurant, Room Service",3,5,4,3,"Wellness Package, Airport Pickup + Late Checkout",Evening,Yes,Gold,Sometimes,2,Definitely Yes,<₹2000,Yes,"Limited Wellness Services, Lack of Cleanliness, Poor Staff Behavior"
26–35,Female,Iceland,Self-Employed,51K–75K,3–5,1–2 days,Medical,Budget,OTA,"Room Service, Pool, Spa, Restaurant",2,3,4,2,"Airport Pickup + Late Checkout, Gym + Breakfast",Late Night,Yes,Platinum,Frequently,5,Probably No,₹5001–₹8000,Yes,"Limited Wellness Services, Poor Staff Behavior"
18–25,Male,Saint Vincent and the Grenadines,Retired,25K–50K,1–2 times,1–2 days,Leisure,Standard,Hotel Website,"Restaurant, Spa, Gym",3,4,5,3,Gym + Breakfast,Evening,No,None,Rarely,4,Probably Yes,₹8001–₹12000,No,"Delayed Check-in, High Prices, Limited Wellness Services"
36–50,Male,Yemen,Retired,51K–75K,1–2 times,3–5,Leisure,Budget,OTA,"Airport Pickup, Restaurant",3,4,5,4,"Spa + Dinner, Gym + Breakfast",Afternoon,No,None,Frequently,4,Probably Yes,₹2000–₹5000,No,"Delayed Check-in, Limited Wellness Services, Poor Staff Behavior"
36–50,Non-binary,Bosnia and Herzegovina,Unemployed,<25K,3–5,1–2 days,Business,Suite,Hotel Website,"Airport Pickup, Restaurant",5,3,3,3,"Wellness Package, Spa + Dinner",Late Night,No,None,Rarely,3,Probably Yes,₹5001–₹8000,Yes,
51–65,Male,Singapore,Employed,25K–50K,3–5,1–2 days,Business,Standard,Agent,"Spa, Room Service, Gym, Pool",4,4,2,3,Gym + Breakfast,Afternoon,No,None,Sometimes,3,Definitely No,<₹2000,Yes,"Delayed Check-in, Poor Staff Behavior"
36–50,Female,India,Employed,<25K,6–10,3–5,Leisure,Deluxe,OTA,"Airport Pickup, Gym, Spa, Restaurant",4,3,3,5,Airport Pickup + Late Checkout,Morning,Yes,Basic,Rarely,4,Definitely Yes,₹8001–₹12000,Yes,"Poor Staff Behavior, High Prices"
36–50,Male,Antigua and Barbuda,Employed,76K–1L,3–5,3–5,Leisure,Standard,OTA,"Pool, Gym",2,3,3,2,Wellness Package,Afternoon,Yes,Gold,Sometimes,4,Definitely Yes,₹2000–₹5000,Yes,"Delayed Check-in, High Prices, Limited Wellness Services"
26–35,Female,Congo,Employed,25K–50K,>10,3–5,Leisure,Budget,Walk-in,"Spa, Airport Pickup, Room Service",4,2,4,4,"Wellness Package, Spa + Dinner",Evening,No,None,Rarely,2,Definitely Yes,>₹12000,Yes,Delayed Check-in
26–35,Male,Reunion,Self-Employed,51K–75K,1–2 times,>10,Leisure,Suite,OTA,"Room Service, Gym, Pool, Airport Pickup",5,4,3,3,Wellness Package,Morning,No,None,Rarely,3,Probably No,>₹12000,Yes,"Delayed Check-in, High Prices"
36–50,Non-binary,Guernsey,Self-Employed,<25K,1–2 times,3–5,Business,Standard,Hotel Website,Airport Pickup,2,4,3,3,Spa + Dinner,Evening,Yes,Silver,Sometimes,3,Probably Yes,₹8001–₹12000,Yes,
36–50,Male,Guadeloupe,Self-Employed,51K–75K,1–2 times,6–10,Leisure,Standard,OTA,"Restaurant, Pool, Room Service",3,4,4,3,"Spa + Dinner, Airport Pickup + Late Checkout",Evening,Yes,Silver,Sometimes,3,Definitely Yes,₹5001–₹8000,Yes,Lack of Cleanliness
>65,Male,Pitcairn Islands,Employed,25K–50K,1–2 times,1–2 days,Business,Deluxe,Hotel Website,"Spa, Restaurant, Airport Pickup",4,4,3,5,Wellness Package,Afternoon,Yes,Gold,Sometimes,4,Definitely Yes,₹8001–₹12000,Yes,"Limited Food Options, Lack of Cleanliness"
26–35,Male,Lebanon,Employed,76K–1L,3–5,3–5,Leisure,Budget,OTA,"Airport Pickup, Room Service",4,3,3,3,"Spa + Dinner, Airport Pickup + Late Checkout",Evening,Yes,Silver,Rarely,3,Definitely Yes,₹2000–₹5000,Yes,
26–35,Male,Spain,Employed,76K–1L,3–5,6–10,Leisure,Deluxe,Walk-in,"Gym, Spa, Room Service, Pool",3,3,4,4,Airport Pickup + Late Checkout,Afternoon,Yes,Platinum,Rarely,4,Definitely Yes,₹2000–₹5000,Yes,High Prices
36–50,Female,Vanuatu,Employed,25K–50K,1–2 times,3–5,Leisure,Standard,Hotel Website,"Gym, Airport Pickup, Spa",3,4,2,4,"Wellness Package, Gym + Breakfast",Afternoon,No,None,Frequently,2,Probably Yes,<₹2000,Yes,"Poor Staff Behavior, High Prices"
26–35,Male,Zambia,Retired,>1L,>10,6–10,Other,Standard,Hotel Website,"Airport Pickup, Room Service, Pool, Gym",3,4,3,2,Spa + Dinner,Afternoon,No,None,Sometimes,4,Probably Yes,₹5001–₹8000,Yes,
51–65,Female,Nigeria,Employed,>1L,6–10,3–5,Business,Budget,Hotel Website,"Airport Pickup, Restaurant, Room Service, Gym",4,4,3,3,Wellness Package,Evening,No,None,Rarely,5,Probably Yes,₹8001–₹12000,Yes,High Prices
51–65,Male,Ghana,Employed,76K–1L,3–5,1–2 days,Leisure,Budget,Hotel Website,"Pool, Spa, Gym, Restaurant",4,4,4,3,Spa + Dinner,Afternoon,No,None,Sometimes,4,Probably Yes,>₹12000,Yes,"High Prices, Lack of Cleanliness"
26–35,Male,Egypt,Student,76K–1L,1–2 times,3–5,Leisure,Deluxe,OTA,"Airport Pickup, Restaurant",3,3,4,3,"Spa + Dinner, Wellness Package",Evening,Yes,Platinum,Frequently,3,Definitely Yes,₹5001–₹8000,Yes,Lack of Cleanliness
36–50,Female,Norway,Self-Employed,25K–50K,1–2 times,3–5,Leisure,Deluxe,Agent,"Airport Pickup, Pool, Spa, Restaurant",4,3,4,3,"Gym + Breakfast, Airport Pickup + Late Checkout",Late Night,No,None,Frequently,3,Probably Yes,₹8001–₹12000,Yes,"Delayed Check-in, Lack of Cleanliness, High Prices"
36–50,Female,Saint Helena,Self-Employed,51K–75K,1–2 times,6–10,Medical,Standard,Walk-in,"Airport Pickup, Restaurant",3,3,3,3,Spa + Dinner,Late Night,Yes,Platinum,Rarely,3,Probably Yes,₹8001–₹12000,Yes,"Lack of Cleanliness, Limited Food Options, High Prices"
18–25,Male,Netherlands Antilles,Employed,<25K,1–2 times,1–2 days,Leisure,Budget,OTA,Pool,3,3,3,4,Wellness Package,Morning,No,None,Frequently,4,Not Sure,>₹12000,Yes,Lack of Cleanliness
51–65,Male,Palau,Student,<25K,3–5,>10,Medical,Deluxe,Agent,"Restaurant, Gym, Pool",4,3,3,3,"Gym + Breakfast, Wellness Package",Morning,No,None,Rarely,4,Not Sure,₹5001–₹8000,No,"Limited Wellness Services, Limited Food Options, Lack of Cleanliness"
26–35,Male,Vietnam,Employed,>1L,1–2 times,>10,Business,Standard,Hotel Website,"Airport Pickup, Spa, Gym",4,4,3,4,Gym + Breakfast,Afternoon,Yes,Basic,Sometimes,2,Probably Yes,₹2000–₹5000,Yes,"Poor Staff Behavior, Limited Food Options, Delayed Check-in"
51–65,Female,Cambodia,Employed,25K–50K,3–5,1–2 days,Medical,Standard,Hotel Website,Restaurant,4,3,4,3,Gym + Breakfast,Evening,Yes,Gold,Rarely,2,Not Sure,₹5001–₹8000,No,High Prices
26–35,Female,Egypt,Self-Employed,76K–1L,>10,3–5,Business,Standard,OTA,"Pool, Airport Pickup",2,3,3,2,Gym + Breakfast,Late Night,Yes,Silver,Sometimes,2,Definitely Yes,₹5001–₹8000,No,"Limited Wellness Services, Delayed Check-in, High Prices"
51–65,Male,Bolivia,Self-Employed,76K–1L,6–10,6–10,Medical,Standard,OTA,"Spa, Pool, Room Service",3,3,4,5,"Gym + Breakfast, Airport Pickup + Late Checkout",Evening,Yes,Basic,Sometimes,4,Probably Yes,₹5001–₹8000,Yes,Delayed Check-in
26–35,Female,Guadeloupe,Employed,76K–1L,>10,>10,Leisure,Deluxe,OTA,"Restaurant, Room Service",4,4,4,3,"Wellness Package, Airport Pickup + Late Checkout",Evening,Yes,Platinum,Sometimes,3,Probably Yes,>₹12000,No,Limited Wellness Services
18–25,Female,Myanmar,Employed,>1L,1–2 times,3–5,Leisure,Suite,OTA,"Gym, Spa",4,4,3,2,Gym + Breakfast,Morning,No,None,Sometimes,4,Not Sure,>₹12000,Yes,"Delayed Check-in, High Prices, Lack of Cleanliness"
51–65,Female,Norfolk Island,Unemployed,25K–50K,3–5,3–5,Leisure,Budget,Hotel Website,"Restaurant, Spa",3,3,4,2,"Spa + Dinner, Airport Pickup + Late Checkout",Evening,No,None,Sometimes,3,Not Sure,₹2000–₹5000,Yes,"Limited Wellness Services, Limited Food Options"
18–25,Female,Mongolia,Employed,<25K,3–5,3–5,Other,Standard,OTA,Gym,4,3,3,4,Spa + Dinner,Morning,Yes,Basic,Sometimes,4,Probably Yes,₹2000–₹5000,No,High Prices
26–35,Male,Maldives,Self-Employed,51K–75K,1–2 times,3–5,Business,Standard,OTA,Pool,3,2,4,3,"Airport Pickup + Late Checkout, Spa + Dinner",Morning,Yes,Gold,Rarely,3,Definitely Yes,₹2000–₹5000,No,Delayed Check-in
51–65,Male,China,Employed,25K–50K,1–2 times,1–2 days,Leisure,Standard,Walk-in,"Room Service, Restaurant",5,5,4,3,Airport Pickup + Late Checkout,Evening,No,None,Rarely,4,Probably Yes,₹2000–₹5000,Yes,"Lack of Cleanliness, Poor Staff Behavior"
51–65,Male,Liberia,Employed,<25K,6–10,6–10,Medical,Standard,OTA,"Pool, Restaurant, Room Service, Gym",5,4,3,3,Airport Pickup + Late Checkout,Evening,Yes,Platinum,Sometimes,3,Definitely Yes,₹2000–₹5000,Yes,"Delayed Check-in, Limited Food Options, Poor Staff Behavior"
36–50,Male,Nauru,Student,25K–50K,3–5,1–2 days,Leisure,Deluxe,OTA,Pool,4,2,4,4,"Airport Pickup + Late Checkout, Wellness Package",Morning,Yes,Basic,Frequently,3,Not Sure,₹8001–₹12000,No,
36–50,Female,Cocos (Keeling) Islands,Employed,76K–1L,3–5,1–2 days,Business,Standard,OTA,"Spa, Restaurant, Airport Pickup, Gym",5,4,4,3,Wellness Package,Afternoon,No,None,Sometimes,3,Definitely No,₹5001–₹8000,No,"Limited Wellness Services, Delayed Check-in"
26–35,Female,Congo,Unemployed,51K–75K,3–5,3–5,Leisure,Standard,OTA,"Spa, Restaurant, Airport Pickup, Room Service",4,4,4,5,Airport Pickup + Late Checkout,Morning,Yes,Platinum,Rarely,4,Definitely Yes,₹5001–₹8000,Yes,
26–35,Male,Senegal,Employed,25K–50K,3–5,3–5,Leisure,Standard,Hotel Website,"Pool, Gym",4,4,4,4,"Wellness Package, Gym + Breakfast",Evening,Yes,Platinum,Sometimes,3,Probably Yes,₹2000–₹5000,Yes,"Delayed Check-in, Lack of Cleanliness, Limited Food Options"
26–35,Male,Guam,Student,51K–75K,1–2 times,3–5,Other,Budget,Hotel Website,"Spa, Gym, Restaurant, Pool",5,5,4,4,"Gym + Breakfast, Spa + Dinner",Afternoon,Yes,Gold,Rarely,3,Probably Yes,₹5001–₹8000,Yes,Delayed Check-in
36–50,Male,Wallis and Futuna,Student,25K–50K,3–5,3–5,Leisure,Budget,Hotel Website,"Restaurant, Room Service, Spa, Pool",4,4,3,4,Gym + Breakfast,Evening,Yes,Basic,Frequently,3,Not Sure,₹8001–₹12000,Yes,Limited Food Options
36–50,Female,Reunion,Employed,<25K,1–2 times,3–5,Leisure,Deluxe,OTA,"Restaurant, Pool, Airport Pickup, Room Service",3,2,5,3,"Wellness Package, Spa + Dinner",Afternoon,Yes,Platinum,Rarely,4,Probably No,₹8001–₹12000,No,"Limited Food Options, Delayed Check-in, Poor Staff Behavior"
36–50,Male,Zimbabwe,Employed,76K–1L,1–2 times,1–2 days,Other,Budget,Hotel Website,"Restaurant, Spa",2,4,2,3,"Gym + Breakfast, Airport Pickup + Late Checkout",Afternoon,Yes,Silver,Sometimes,3,Probably Yes,<₹2000,Yes,"Limited Wellness Services, Delayed Check-in, Lack of Cleanliness"
36–50,Female,Kiribati,Student,51K–75K,>10,3–5,Leisure,Deluxe,OTA,"Pool, Airport Pickup",3,4,4,4,"Wellness Package, Spa + Dinner",Morning,Yes,Platinum,Sometimes,4,Definitely Yes,₹8001–₹12000,No,"Lack of Cleanliness, Limited Wellness Services, Delayed Check-in"
18–25,Male,Zambia,Self-Employed,76K–1L,3–5,>10,Business,Standard,OTA,Gym,4,3,4,4,Airport Pickup + Late Checkout,Afternoon,No,None,Frequently,3,Probably No,₹2000–₹5000,No,"Limited Wellness Services, Delayed Check-in, Poor Staff Behavior"
26–35,Male,Papua New Guinea,Employed,<25K,6–10,3–5,Business,Standard,OTA,Spa,4,4,3,3,"Wellness Package, Gym + Breakfast",Evening,No,None,Rarely,4,Definitely Yes,₹5001–₹8000,Yes,"High Prices, Delayed Check-in, Limited Food Options"
18–25,Prefer not to say,Greenland,Employed,76K–1L,3–5,3–5,Leisure,Standard,OTA,"Spa, Gym, Airport Pickup, Pool",4,2,3,4,Wellness Package,Evening,No,None,Rarely,4,Not Sure,₹2000–₹5000,Yes,"Limited Food Options, Lack of Cleanliness, Limited Wellness Services"
36–50,Non-binary,Monaco,Unemployed,51K–75K,3–5,3–5,Business,Standard,OTA,"Pool, Restaurant",3,4,3,4,"Wellness Package, Spa + Dinner",Afternoon,Yes,Gold,Sometimes,3,Probably Yes,₹5001–₹8000,Yes,"Lack of Cleanliness, Delayed Check-in, Poor Staff Behavior"
26–35,Male,Venezuela,Employed,51K–75K,1–2 times,>10,Other,Budget,OTA,"Airport Pickup, Restaurant",2,3,5,5,Airport Pickup + Late Checkout,Evening,Yes,Basic,Sometimes,4,Probably No,<₹2000,Yes,Lack of Cleanliness
51–65,Female,Liberia,Unemployed,51K–75K,1–2 times,1–2 days,Leisure,Standard,Walk-in,"Gym, Spa, Restaurant, Airport Pickup",3,3,3,4,Wellness Package,Evening,Yes,Gold,Rarely,3,Probably Yes,₹5001–₹8000,Yes,
26–35,Female,Turkey,Employed,76K–1L,1–2 times,3–5,Business,Deluxe,OTA,Pool,3,3,3,5,"Wellness Package, Gym + Breakfast",Afternoon,No,None,Sometimes,4,Probably No,₹5001–₹8000,Yes,
18–25,Female,Lesotho,Retired,51K–75K,6–10,6–10,Leisure,Deluxe,OTA,"Spa, Gym",3,4,2,3,Spa + Dinner,Morning,Yes,Gold,Sometimes,3,Definitely No,₹2000–₹5000,Yes,Poor Staff Behavior
18–25,Male,British Indian Ocean Territory (Chagos Archipelago),Self-Employed,51K–75K,6–10,3–5,Leisure,Standard,OTA,Restaurant,4,4,5,4,Airport Pickup + Late Checkout,Afternoon,Yes,Silver,Frequently,4,Definitely Yes,>₹12000,Yes,"Lack of Cleanliness, Limited Wellness Services"
36–50,Female,Turkey,Retired,>1L,3–5,1–2 days,Other,Standard,Hotel Website,"Airport Pickup, Pool, Restaurant, Spa",5,3,3,5,"Airport Pickup + Late Checkout, Gym + Breakfast",Evening,Yes,Gold,Rarely,3,Definitely Yes,<₹2000,Yes,
36–50,Female,Kazakhstan,Unemployed,76K–1L,3–5,3–5,Medical,Budget,OTA,"Airport Pickup, Room Service",4,3,4,3,"Gym + Breakfast, Airport Pickup + Late Checkout",Morning,No,None,Rarely,3,Definitely Yes,₹8001–₹12000,Yes,"Delayed Check-in, Limited Food Options"
18–25,Female,San Marino,Employed,51K–75K,>10,1–2 days,Leisure,Standard,Agent,"Airport Pickup, Gym, Room Service, Spa",3,3,3,3,Spa + Dinner,Afternoon,No,None,Sometimes,2,Probably No,₹2000–₹5000,No,Delayed Check-in
18–25,Male,Serbia,Unemployed,76K–1L,1–2 times,3–5,Leisure,Budget,Walk-in,"Gym, Airport Pickup, Spa",3,3,3,5,"Airport Pickup + Late Checkout, Wellness Package",Evening,Yes,Gold,Sometimes,3,Definitely Yes,₹8001–₹12000,Yes,"Limited Wellness Services, Delayed Check-in"
36–50,Male,Nepal,Employed,25K–50K,3–5,6–10,Leisure,Deluxe,OTA,"Spa, Restaurant, Airport Pickup, Room Service",4,4,4,3,"Airport Pickup + Late Checkout, Gym + Breakfast",Late Night,No,None,Sometimes,4,Probably Yes,₹5001–₹8000,Yes,Lack of Cleanliness
18–25,Male,Svalbard & Jan Mayen Islands,Employed,25K–50K,3–5,1–2 days,Leisure,Standard,OTA,"Airport Pickup, Gym, Room Service, Pool",3,3,5,2,Gym + Breakfast,Afternoon,Yes,Silver,Sometimes,4,Definitely Yes,₹2000–₹5000,No,"Limited Food Options, Limited Wellness Services, High Prices"
51–65,Female,Niue,Employed,51K–75K,6–10,6–10,Business,Standard,OTA,"Gym, Pool, Restaurant, Airport Pickup",4,4,4,5,Gym + Breakfast,Morning,Yes,Silver,Rarely,2,Definitely No,₹2000–₹5000,No,"Limited Wellness Services, High Prices, Delayed Check-in"
36–50,Male,Philippines,Employed,>1L,>10,1–2 days,Business,Standard,Hotel Website,"Airport Pickup, Pool",4,5,4,4,Spa + Dinner,Evening,Yes,Gold,Rarely,3,Not Sure,₹5001–₹8000,No,
18–25,Female,Eritrea,Employed,>1L,1–2 times,6–10,Leisure,Budget,OTA,"Airport Pickup, Spa, Pool, Gym",4,3,4,4,"Gym + Breakfast, Wellness Package",Afternoon,Yes,Platinum,Rarely,4,Definitely Yes,₹8001–₹12000,Yes,
18–25,Non-binary,Saint Barthelemy,Employed,25K–50K,6–10,3–5,Business,Deluxe,OTA,"Restaurant, Gym, Airport Pickup, Spa",4,3,4,3,Airport Pickup + Late Checkout,Afternoon,Yes,Platinum,Frequently,3,Probably Yes,>₹12000,Yes,"Lack of Cleanliness, Limited Food Options"
>65,Male,Bhutan,Employed,51K–75K,6–10,1–2 days,Business,Budget,OTA,"Restaurant, Gym, Spa",4,5,3,3,"Wellness Package, Gym + Breakfast",Evening,No,None,Sometimes,3,Definitely Yes,<₹2000,Yes,"Delayed Check-in, Limited Food Options"
26–35,Female,Martinique,Self-Employed,25K–50K,1–2 times,1–2 days,Leisure,Budget,Hotel Website,"Spa, Pool",2,5,4,4,Wellness Package,Late Night,No,None,Rarely,5,Probably Yes,₹2000–₹5000,Yes,
26–35,Male,Ghana,Retired,>1L,3–5,>10,Business,Deluxe,OTA,"Room Service, Spa, Gym",4,2,4,5,Spa + Dinner,Evening,Yes,Basic,Rarely,3,Probably Yes,₹5001–₹8000,Yes,"Limited Wellness Services, Poor Staff Behavior, Limited Food Options"
51–65,Female,Belgium,Employed,>1L,3–5,1–2 days,Leisure,Standard,OTA,"Airport Pickup, Restaurant, Spa, Pool",3,4,4,4,Airport Pickup + Late Checkout,Morning,Yes,Gold,Frequently,3,Definitely Yes,₹5001–₹8000,Yes,Poor Staff Behavior
51–65,Male,Tuvalu,Employed,51K–75K,>10,1–2 days,Leisure,Deluxe,Hotel Website,"Gym, Spa",3,4,3,5,Wellness Package,Evening,Yes,Silver,Frequently,3,Definitely Yes,>₹12000,Yes,"Poor Staff Behavior, Lack of Cleanliness, Delayed Check-in"
>65,Female,Canada,Employed,76K–1L,1–2 times,3–5,Other,Standard,Hotel Website,"Airport Pickup, Pool, Restaurant",3,4,3,3,"Spa + Dinner, Gym + Breakfast",Afternoon,Yes,Gold,Frequently,4,Definitely Yes,<₹2000,Yes,
36–50,Female,Congo,Employed,76K–1L,6–10,3–5,Leisure,Standard,Agent,"Room Service, Pool, Gym, Airport Pickup",4,3,4,3,"Airport Pickup + Late Checkout, Spa + Dinner",Afternoon,No,None,Rarely,4,Not Sure,₹5001–₹8000,Yes,Limited Wellness Services
26–35,Female,Swaziland,Student,51K–75K,3–5,3–5,Business,Deluxe,OTA,Room Service,3,3,2,3,"Airport Pickup + Late Checkout, Wellness Package",Late Night,Yes,Gold,Sometimes,3,Not Sure,₹5001–₹8000,Yes,"Poor Staff Behavior, Delayed Check-in"
18–25,Female,Malawi,Employed,<25K,6–10,1–2 days,Leisure,Budget,Hotel Website,"Spa, Restaurant, Gym",2,3,5,3,"Wellness Package, Gym + Breakfast",Late Night,No,None,Rarely,3,Not Sure,₹2000–₹5000,Yes,
36–50,Female,Guadeloupe,Employed,51K–75K,3–5,1–2 days,Medical,Standard,Hotel Website,"Airport Pickup, Spa",4,3,3,3,"Airport Pickup + Late Checkout, Spa + Dinner",Morning,Yes,Silver,Rarely,4,Probably Yes,₹8001–₹12000,No,"Poor Staff Behavior, Limited Food Options, High Prices"
36–50,Female,Liberia,Unemployed,51K–75K,3–5,1–2 days,Other,Standard,OTA,"Airport Pickup, Pool, Gym",2,4,4,4,Airport Pickup + Late Checkout,Morning,Yes,Platinum,Rarely,4,Definitely Yes,<₹2000,No,"Poor Staff Behavior, Lack of Cleanliness"
26–35,Female,Japan,Employed,51K–75K,6–10,1–2 days,Leisure,Standard,Hotel Website,"Pool, Airport Pickup, Restaurant",4,3,3,4,Airport Pickup + Late Checkout,Afternoon,Yes,Gold,Rarely,3,Probably Yes,₹5001–₹8000,Yes,"Poor Staff Behavior, High Prices"
